timestamp,container,cpu,mem_usage,net_io
1775423531,dds26-team9-order-worker-3,22.75%,38.03MiB / 512MiB,5.9MB / 8.13MB
1775423531,dds26-team9-order-web-7,25.03%,243.5MiB / 1GiB,2.95MB / 3.71MB
1775423531,dds26-team9-order-web-15,28.53%,243MiB / 1GiB,2.94MB / 3.71MB
1775423531,dds26-team9-order-web-18,30.63%,243.8MiB / 1GiB,2.95MB / 3.74MB
1775423531,dds26-team9-order-web-10,29.71%,243.5MiB / 1GiB,2.95MB / 3.71MB
1775423531,dds26-team9-order-worker-6,22.94%,34.03MiB / 512MiB,5.77MB / 7.97MB
1775423531,dds26-team9-order-worker-5,19.73%,36.14MiB / 512MiB,5.76MB / 7.96MB
1775423531,dds26-team9-order-web-2,30.12%,245.8MiB / 1GiB,2.94MB / 3.71MB
1775423531,dds26-team9-order-web-22,22.53%,243.8MiB / 1GiB,2.93MB / 3.71MB
1775423531,dds26-team9-order-worker-2,23.09%,36.23MiB / 512MiB,5.79MB / 8MB
1775423531,dds26-team9-order-web-4,23.37%,243.2MiB / 1GiB,2.95MB / 3.72MB
1775423531,dds26-team9-order-web-9,21.26%,244.1MiB / 1GiB,2.94MB / 3.71MB
1775423531,dds26-team9-order-web-12,21.62%,243.5MiB / 1GiB,2.94MB / 3.72MB
1775423531,dds26-team9-order-web-17,23.17%,261MiB / 1GiB,2.93MB / 15.2MB
1775423531,dds26-team9-order-web-5,24.01%,244.2MiB / 1GiB,2.94MB / 3.74MB
1775423531,dds26-team9-order-web-11,23.08%,243.8MiB / 1GiB,2.93MB / 3.71MB
1775423531,dds26-team9-order-web-6,25.36%,243.3MiB / 1GiB,2.94MB / 3.73MB
1775423531,dds26-team9-order-web-1,21.74%,243.9MiB / 1GiB,2.94MB / 3.73MB
1775423531,dds26-team9-order-web-8,22.60%,243.9MiB / 1GiB,2.94MB / 3.75MB
1775423531,dds26-team9-order-worker-1,22.73%,34.1MiB / 512MiB,5.92MB / 8.16MB
1775423531,dds26-team9-order-web-20,23.19%,245.3MiB / 1GiB,2.94MB / 3.72MB
1775423531,dds26-team9-order-worker-8,21.71%,36.29MiB / 512MiB,5.91MB / 8.13MB
1775423531,dds26-team9-user-web-1,0.48%,212MiB / 512MiB,25kB / 6.12kB
1775423531,dds26-team9-user-web-3,0.52%,225.8MiB / 512MiB,27.5kB / 3.1MB
1775423531,dds26-team9-user-worker-2,48.47%,33.82MiB / 512MiB,9.47MB / 13.9MB
1775423531,dds26-team9-user-worker-3,45.93%,37.73MiB / 512MiB,9.93MB / 14.5MB
1775423531,dds26-team9-user-worker-1,46.23%,33.8MiB / 512MiB,9.65MB / 14.1MB
1775423531,dds26-team9-user-web-2,0.52%,211.6MiB / 512MiB,22.9kB / 6.12kB
1775423531,dds26-team9-user-web-4,0.51%,212.6MiB / 512MiB,21.6kB / 6.12kB
1775423531,dds26-team9-user-worker-4,45.88%,35.76MiB / 512MiB,9.66MB / 14.1MB
1775423531,dds26-team9-redis-order-1,80.24%,35.26MiB / 512MiB,138MB / 103MB
1775423531,dds26-team9-redis-orchestrator-1,128.29%,45.1MiB / 512MiB,321MB / 192MB
1775423531,dds26-team9-redis-payment-1,27.28%,31.19MiB / 512MiB,63.9MB / 38.8MB
1775423531,dds26-team9-redis-stock-1,39.87%,32.75MiB / 512MiB,78.4MB / 47.8MB
1775423535,dds26-team9-gateway-1,20.88%,42.01MiB / 354.3GiB,42.8MB / 38.7MB
1775423535,dds26-team9-orchestrator-worker-13,40.71%,35.43MiB / 512MiB,8.64MB / 14.2MB
1775423535,dds26-team9-orchestrator-worker-15,37.45%,33.46MiB / 512MiB,8.66MB / 14.3MB
1775423535,dds26-team9-orchestrator-worker-9,37.95%,35.41MiB / 512MiB,8.47MB / 13.9MB
1775423535,dds26-team9-orchestrator-worker-14,38.32%,35.34MiB / 512MiB,8.7MB / 14.4MB
1775423535,dds26-team9-orchestrator-worker-5,40.99%,35.53MiB / 512MiB,8.86MB / 14.7MB
1775423535,dds26-team9-orchestrator-worker-21,37.85%,35.52MiB / 512MiB,8.74MB / 14.5MB
1775423535,dds26-team9-orchestrator-worker-22,37.00%,35.27MiB / 512MiB,8.62MB / 14.2MB
1775423535,dds26-team9-orchestrator-worker-17,39.47%,35.48MiB / 512MiB,8.6MB / 14.1MB
1775423535,dds26-team9-orchestrator-worker-8,39.37%,35.65MiB / 512MiB,8.7MB / 14.4MB
1775423535,dds26-team9-orchestrator-worker-10,37.60%,33.4MiB / 512MiB,8.64MB / 14.3MB
1775423535,dds26-team9-orchestrator-worker-11,40.42%,35.55MiB / 512MiB,8.84MB / 14.6MB
1775423535,dds26-team9-orchestrator-worker-12,38.47%,33.43MiB / 512MiB,8.59MB / 14.2MB
1775423535,dds26-team9-orchestrator-worker-19,36.36%,35.49MiB / 512MiB,8.32MB / 13.8MB
1775423535,dds26-team9-stock-web-4,0.53%,212.4MiB / 512MiB,25.1kB / 6.66kB
1775423535,dds26-team9-orchestrator-worker-24,40.68%,35.47MiB / 512MiB,8.68MB / 14.3MB
1775423535,dds26-team9-stock-web-2,0.46%,212.6MiB / 512MiB,23.1kB / 6.12kB
1775423535,dds26-team9-orchestrator-worker-2,41.36%,35.46MiB / 512MiB,8.65MB / 14.3MB
1775423535,dds26-team9-orchestrator-worker-6,40.03%,35.54MiB / 512MiB,8.6MB / 14.2MB
1775423535,dds26-team9-stock-worker-3,30.38%,35.46MiB / 512MiB,6.76MB / 10MB
1775423535,dds26-team9-orchestrator-worker-23,37.39%,35.57MiB / 512MiB,8.76MB / 14.5MB
1775423535,dds26-team9-orchestrator-worker-16,38.40%,35.53MiB / 512MiB,8.73MB / 14.4MB
1775423535,dds26-team9-orchestrator-worker-3,39.96%,33.29MiB / 512MiB,8.67MB / 14.4MB
1775423535,dds26-team9-orchestrator-worker-7,37.47%,33.48MiB / 512MiB,8.44MB / 13.9MB
1775423535,dds26-team9-orchestrator-worker-20,37.53%,33.54MiB / 512MiB,8.53MB / 14.1MB
1775423535,dds26-team9-orchestrator-worker-4,39.02%,33.47MiB / 512MiB,8.6MB / 14.2MB
1775423535,dds26-team9-stock-worker-1,31.08%,33.42MiB / 512MiB,6.67MB / 9.9MB
1775423535,dds26-team9-stock-worker-6,31.78%,33.57MiB / 512MiB,6.64MB / 9.87MB
1775423535,dds26-team9-orchestrator-worker-25,37.73%,35.49MiB / 512MiB,8.65MB / 14.3MB
1775423535,dds26-team9-stock-worker-4,29.80%,35.31MiB / 512MiB,6.71MB / 9.96MB
1775423535,dds26-team9-stock-worker-7,29.66%,33.39MiB / 512MiB,6.61MB / 9.82MB
1775423535,dds26-team9-stock-worker-2,30.69%,35.3MiB / 512MiB,6.68MB / 9.92MB
1775423535,dds26-team9-stock-web-3,0.47%,211.5MiB / 512MiB,21.6kB / 5.58kB
1775423535,dds26-team9-orchestrator-worker-18,38.96%,35.45MiB / 512MiB,8.44MB / 13.9MB
1775423535,dds26-team9-stock-worker-8,30.89%,33.56MiB / 512MiB,6.69MB / 9.93MB
1775423535,dds26-team9-stock-worker-5,31.15%,35.51MiB / 512MiB,6.73MB / 9.99MB
1775423535,dds26-team9-orchestrator-worker-1,38.63%,33.5MiB / 512MiB,8.64MB / 14.3MB
1775423535,dds26-team9-order-web-23,25.68%,243.9MiB / 1GiB,3.44MB / 4.35MB
1775423535,dds26-team9-order-web-14,24.99%,244MiB / 1GiB,3.42MB / 4.31MB
1775423535,dds26-team9-order-web-25,26.99%,243.9MiB / 1GiB,3.44MB / 4.35MB
1775423535,dds26-team9-order-web-21,24.92%,243.1MiB / 1GiB,3.44MB / 4.35MB
1775423535,dds26-team9-order-web-3,22.48%,244.2MiB / 1GiB,3.42MB / 4.33MB
1775423535,dds26-team9-order-web-19,23.94%,246MiB / 1GiB,3.41MB / 4.33MB
1775423535,dds26-team9-order-web-13,21.95%,243.7MiB / 1GiB,3.41MB / 4.3MB
1775423535,dds26-team9-stock-web-1,0.48%,225.6MiB / 512MiB,24kB / 3.7MB
1775423535,dds26-team9-order-worker-4,20.56%,34.1MiB / 512MiB,6.55MB / 8.97MB
1775423535,dds26-team9-order-web-16,25.50%,243.8MiB / 1GiB,3.43MB / 4.35MB
1775423535,dds26-team9-order-worker-7,21.96%,36.29MiB / 512MiB,6.58MB / 9.02MB
1775423535,dds26-team9-order-web-24,22.48%,243.8MiB / 1GiB,3.42MB / 4.32MB
1775423535,dds26-team9-order-worker-3,21.68%,38.18MiB / 512MiB,6.58MB / 9.01MB
1775423535,dds26-team9-order-web-7,23.57%,243.7MiB / 1GiB,3.43MB / 4.31MB
1775423535,dds26-team9-order-web-15,22.72%,243.5MiB / 1GiB,3.41MB / 4.3MB
1775423535,dds26-team9-order-web-18,23.46%,244.2MiB / 1GiB,3.42MB / 4.34MB
1775423535,dds26-team9-order-web-10,22.96%,243.8MiB / 1GiB,3.41MB / 4.29MB
1775423535,dds26-team9-order-worker-6,21.03%,34.18MiB / 512MiB,6.47MB / 8.88MB
1775423535,dds26-team9-order-worker-5,19.75%,36MiB / 512MiB,6.42MB / 8.82MB
1775423535,dds26-team9-order-web-2,24.00%,246MiB / 1GiB,3.43MB / 4.33MB
1775423535,dds26-team9-order-web-22,21.56%,244.4MiB / 1GiB,3.41MB / 4.3MB
1775423535,dds26-team9-order-worker-2,20.42%,36.22MiB / 512MiB,6.48MB / 8.89MB
1775423535,dds26-team9-order-web-4,23.69%,243.5MiB / 1GiB,3.42MB / 4.32MB
1775423535,dds26-team9-order-web-9,21.95%,244.2MiB / 1GiB,3.42MB / 4.31MB
1775423535,dds26-team9-order-web-12,21.98%,243.7MiB / 1GiB,3.42MB / 4.33MB
1775423535,dds26-team9-order-web-17,24.45%,261.5MiB / 1GiB,3.41MB / 15.8MB
1775423535,dds26-team9-order-web-5,23.20%,244.7MiB / 1GiB,3.42MB / 4.34MB
1775423535,dds26-team9-order-web-11,23.52%,243.8MiB / 1GiB,3.43MB / 4.34MB
1775423535,dds26-team9-order-web-6,24.43%,243.6MiB / 1GiB,3.41MB / 4.32MB
1775423535,dds26-team9-order-web-1,24.48%,244MiB / 1GiB,3.41MB / 4.33MB
1775423535,dds26-team9-order-web-8,32.62%,244.2MiB / 1GiB,3.41MB / 4.35MB
1775423535,dds26-team9-order-worker-1,21.46%,34.33MiB / 512MiB,6.61MB / 9.04MB
1775423535,dds26-team9-order-web-20,31.87%,245.5MiB / 1GiB,3.43MB / 4.33MB
1775423535,dds26-team9-order-worker-8,21.71%,36.05MiB / 512MiB,6.62MB / 9.06MB
1775423535,dds26-team9-user-web-1,7.82%,212MiB / 512MiB,25kB / 6.26kB
1775423535,dds26-team9-user-web-3,0.50%,225.8MiB / 512MiB,27.5kB / 3.1MB
1775423535,dds26-team9-user-worker-2,48.35%,33.73MiB / 512MiB,10.8MB / 15.8MB
1775423535,dds26-team9-user-worker-3,46.31%,37.59MiB / 512MiB,11.3MB / 16.4MB
1775423535,dds26-team9-user-worker-1,47.74%,33.76MiB / 512MiB,11MB / 16MB
1775423535,dds26-team9-user-web-2,0.51%,211.6MiB / 512MiB,22.9kB / 6.12kB
1775423535,dds26-team9-user-web-4,0.53%,212.6MiB / 512MiB,21.6kB / 6.12kB
1775423535,dds26-team9-user-worker-4,47.38%,35.72MiB / 512MiB,10.9MB / 16MB
1775423535,dds26-team9-redis-order-1,80.57%,35.71MiB / 512MiB,156MB / 118MB
1775423535,dds26-team9-redis-orchestrator-1,128.51%,45.51MiB / 512MiB,360MB / 215MB
1775423535,dds26-team9-redis-payment-1,25.12%,31.75MiB / 512MiB,71.8MB / 43.9MB
1775423535,dds26-team9-redis-stock-1,37.26%,32.97MiB / 512MiB,86.9MB / 53.3MB
1775423538,dds26-team9-gateway-1,18.41%,41.88MiB / 354.3GiB,49.7MB / 44.9MB
1775423538,dds26-team9-orchestrator-worker-13,36.76%,35.33MiB / 512MiB,9.74MB / 16MB
1775423538,dds26-team9-orchestrator-worker-15,36.60%,33.27MiB / 512MiB,9.71MB / 16MB
1775423538,dds26-team9-orchestrator-worker-9,38.66%,35.46MiB / 512MiB,9.57MB / 15.7MB
1775423538,dds26-team9-orchestrator-worker-14,39.61%,35.4MiB / 512MiB,9.81MB / 16.2MB
1775423538,dds26-team9-orchestrator-worker-5,37.86%,35.35MiB / 512MiB,9.93MB / 16.4MB
1775423538,dds26-team9-orchestrator-worker-21,38.19%,35.51MiB / 512MiB,9.86MB / 16.3MB
1775423538,dds26-team9-orchestrator-worker-22,35.87%,35.38MiB / 512MiB,9.7MB / 15.9MB
1775423538,dds26-team9-orchestrator-worker-17,38.18%,35.27MiB / 512MiB,9.68MB / 15.9MB
1775423538,dds26-team9-orchestrator-worker-8,37.64%,35.63MiB / 512MiB,9.8MB / 16.1MB
1775423538,dds26-team9-orchestrator-worker-10,37.47%,33.39MiB / 512MiB,9.75MB / 16.1MB
1775423538,dds26-team9-orchestrator-worker-11,36.74%,35.35MiB / 512MiB,9.92MB / 16.4MB
1775423538,dds26-team9-orchestrator-worker-12,38.06%,33.41MiB / 512MiB,9.67MB / 15.9MB
1775423538,dds26-team9-orchestrator-worker-19,37.52%,35.39MiB / 512MiB,9.75MB / 16.1MB
1775423538,dds26-team9-stock-web-4,0.50%,212.4MiB / 512MiB,25.2kB / 6.8kB
1775423538,dds26-team9-orchestrator-worker-24,36.11%,35.43MiB / 512MiB,9.79MB / 16.2MB
1775423538,dds26-team9-stock-web-2,0.54%,212.7MiB / 512MiB,23.2kB / 6.26kB
1775423538,dds26-team9-orchestrator-worker-2,37.90%,35.3MiB / 512MiB,9.73MB / 16MB
1775423538,dds26-team9-orchestrator-worker-6,37.27%,35.3MiB / 512MiB,9.7MB / 16MB
1775423538,dds26-team9-stock-worker-3,29.66%,35.48MiB / 512MiB,7.56MB / 11.2MB
1775423538,dds26-team9-orchestrator-worker-23,36.25%,35.48MiB / 512MiB,9.83MB / 16.2MB
1775423538,dds26-team9-orchestrator-worker-16,38.35%,35.48MiB / 512MiB,9.83MB / 16.2MB
1775423538,dds26-team9-orchestrator-worker-3,35.76%,33.47MiB / 512MiB,9.77MB / 16.1MB
1775423538,dds26-team9-orchestrator-worker-7,35.96%,33.44MiB / 512MiB,9.53MB / 15.6MB
1775423538,dds26-team9-orchestrator-worker-20,41.01%,33.5MiB / 512MiB,9.65MB / 15.9MB
1775423538,dds26-team9-orchestrator-worker-4,37.28%,33.41MiB / 512MiB,9.71MB / 15.9MB
1775423538,dds26-team9-stock-worker-1,28.47%,33.26MiB / 512MiB,7.46MB / 11.1MB
1775423538,dds26-team9-stock-worker-6,29.40%,33.75MiB / 512MiB,7.42MB / 11MB
1775423538,dds26-team9-orchestrator-worker-25,35.95%,35.27MiB / 512MiB,9.71MB / 16MB
1775423538,dds26-team9-stock-worker-4,29.49%,35.52MiB / 512MiB,7.52MB / 11.1MB
1775423538,dds26-team9-stock-worker-7,28.89%,33.42MiB / 512MiB,7.42MB / 11MB
1775423538,dds26-team9-stock-worker-2,27.46%,35.33MiB / 512MiB,7.46MB / 11.1MB
1775423538,dds26-team9-stock-web-3,0.54%,211.5MiB / 512MiB,21.7kB / 5.72kB
1775423538,dds26-team9-orchestrator-worker-18,37.13%,35.3MiB / 512MiB,9.5MB / 15.6MB
1775423538,dds26-team9-stock-worker-8,29.82%,33.57MiB / 512MiB,7.48MB / 11.1MB
1775423538,dds26-team9-stock-worker-5,29.04%,35.5MiB / 512MiB,7.54MB / 11.2MB
1775423538,dds26-team9-orchestrator-worker-1,38.19%,33.52MiB / 512MiB,9.72MB / 16MB
1775423538,dds26-team9-order-web-23,25.16%,244.2MiB / 1GiB,3.97MB / 5.03MB
1775423538,dds26-team9-order-web-14,23.22%,244.2MiB / 1GiB,3.97MB / 5.01MB
1775423538,dds26-team9-order-web-25,23.10%,244.2MiB / 1GiB,3.98MB / 5.03MB
1775423538,dds26-team9-order-web-21,32.72%,243.4MiB / 1GiB,3.97MB / 5.03MB
1775423538,dds26-team9-order-web-3,24.79%,244.5MiB / 1GiB,3.97MB / 5.01MB
1775423538,dds26-team9-order-web-19,25.39%,246.3MiB / 1GiB,3.97MB / 5.04MB
1775423538,dds26-team9-order-web-13,24.07%,243.9MiB / 1GiB,3.97MB / 5MB
1775423538,dds26-team9-stock-web-1,7.85%,225.6MiB / 512MiB,24.1kB / 3.7MB
1775423538,dds26-team9-order-worker-4,26.47%,34.11MiB / 512MiB,7.32MB / 9.98MB
1775423538,dds26-team9-order-web-16,25.09%,244.3MiB / 1GiB,3.97MB / 5.03MB
1775423538,dds26-team9-order-worker-7,26.27%,36.41MiB / 512MiB,7.37MB / 10MB
1775423538,dds26-team9-order-web-24,25.20%,244.1MiB / 1GiB,3.97MB / 5.02MB
1775423538,dds26-team9-order-worker-3,24.78%,38MiB / 512MiB,7.35MB / 10MB
1775423538,dds26-team9-order-web-7,25.38%,244MiB / 1GiB,3.97MB / 5MB
1775423538,dds26-team9-order-web-15,25.06%,243.5MiB / 1GiB,3.97MB / 5.01MB
1775423538,dds26-team9-order-web-18,25.01%,244.2MiB / 1GiB,3.97MB / 5.03MB
1775423538,dds26-team9-order-web-10,23.66%,244.1MiB / 1GiB,3.96MB / 4.99MB
1775423538,dds26-team9-order-worker-6,24.21%,34.07MiB / 512MiB,7.22MB / 9.85MB
1775423538,dds26-team9-order-worker-5,25.12%,36.24MiB / 512MiB,7.19MB / 9.82MB
1775423538,dds26-team9-order-web-2,23.65%,246.2MiB / 1GiB,3.97MB / 5MB
1775423538,dds26-team9-order-web-22,27.03%,244.4MiB / 1GiB,3.96MB / 5MB
1775423538,dds26-team9-order-worker-2,23.89%,36.16MiB / 512MiB,7.22MB / 9.86MB
1775423538,dds26-team9-order-web-4,25.55%,243.7MiB / 1GiB,3.97MB / 5.01MB
1775423538,dds26-team9-order-web-9,25.14%,244.5MiB / 1GiB,3.97MB / 5MB
1775423538,dds26-team9-order-web-12,24.27%,244MiB / 1GiB,3.97MB / 5.01MB
1775423538,dds26-team9-order-web-17,26.36%,261.4MiB / 1GiB,3.97MB / 16.5MB
1775423538,dds26-team9-order-web-5,25.78%,244.7MiB / 1GiB,3.96MB / 5.04MB
1775423538,dds26-team9-order-web-11,25.62%,244MiB / 1GiB,3.97MB / 5.02MB
1775423538,dds26-team9-order-web-6,25.21%,243.8MiB / 1GiB,3.96MB / 5.01MB
1775423538,dds26-team9-order-web-1,25.17%,244.4MiB / 1GiB,3.96MB / 5.04MB
1775423538,dds26-team9-order-web-8,25.45%,244.3MiB / 1GiB,3.96MB / 5.06MB
1775423538,dds26-team9-order-worker-1,25.34%,34.07MiB / 512MiB,7.38MB / 10MB
1775423538,dds26-team9-order-web-20,24.61%,245.8MiB / 1GiB,3.96MB / 5MB
1775423538,dds26-team9-order-worker-8,25.17%,36.05MiB / 512MiB,7.37MB / 10MB
1775423538,dds26-team9-user-web-1,0.54%,212MiB / 512MiB,25kB / 6.26kB
1775423538,dds26-team9-user-web-3,0.53%,225.8MiB / 512MiB,27.6kB / 3.1MB
1775423538,dds26-team9-user-worker-2,49.19%,33.77MiB / 512MiB,12.3MB / 17.9MB
1775423538,dds26-team9-user-worker-3,46.92%,37.54MiB / 512MiB,12.8MB / 18.5MB
1775423538,dds26-team9-user-worker-1,48.78%,33.72MiB / 512MiB,12.4MB / 18.1MB
1775423538,dds26-team9-user-web-2,0.55%,211.6MiB / 512MiB,22.9kB / 6.26kB
1775423538,dds26-team9-user-web-4,7.72%,212.6MiB / 512MiB,21.7kB / 6.26kB
1775423538,dds26-team9-user-worker-4,48.87%,35.76MiB / 512MiB,12.5MB / 18.1MB
1775423538,dds26-team9-redis-order-1,86.11%,34.56MiB / 512MiB,176MB / 135MB
1775423538,dds26-team9-redis-orchestrator-1,135.23%,44.52MiB / 512MiB,406MB / 243MB
1775423538,dds26-team9-redis-payment-1,27.53%,31.11MiB / 512MiB,81.2MB / 50MB
1775423538,dds26-team9-redis-stock-1,39.30%,33.03MiB / 512MiB,96.9MB / 59.7MB
1775423541,dds26-team9-gateway-1,21.99%,44.04MiB / 354.3GiB,57.2MB / 51.6MB
1775423541,dds26-team9-orchestrator-worker-13,45.99%,35.59MiB / 512MiB,10.9MB / 17.8MB
1775423541,dds26-team9-orchestrator-worker-15,45.15%,33.55MiB / 512MiB,10.8MB / 17.8MB
1775423541,dds26-team9-orchestrator-worker-9,45.86%,35.34MiB / 512MiB,10.7MB / 17.5MB
1775423541,dds26-team9-orchestrator-worker-14,46.30%,35.52MiB / 512MiB,11MB / 18MB
1775423541,dds26-team9-orchestrator-worker-5,47.42%,35.5MiB / 512MiB,11MB / 18.3MB
1775423541,dds26-team9-orchestrator-worker-21,47.57%,35.43MiB / 512MiB,11MB / 18.1MB
1775423541,dds26-team9-orchestrator-worker-22,47.61%,35.52MiB / 512MiB,10.4MB / 17.1MB
1775423541,dds26-team9-orchestrator-worker-17,47.47%,35.29MiB / 512MiB,10.8MB / 17.7MB
1775423541,dds26-team9-orchestrator-worker-8,46.90%,35.52MiB / 512MiB,10.9MB / 18MB
1775423541,dds26-team9-orchestrator-worker-10,47.01%,33.31MiB / 512MiB,10.9MB / 17.9MB
1775423541,dds26-team9-orchestrator-worker-11,47.68%,35.61MiB / 512MiB,11MB / 18.2MB
1775423541,dds26-team9-orchestrator-worker-12,46.31%,33.58MiB / 512MiB,10.8MB / 17.7MB
1775423541,dds26-team9-orchestrator-worker-19,47.20%,35.35MiB / 512MiB,10.9MB / 17.9MB
1775423541,dds26-team9-stock-web-4,0.50%,212.4MiB / 512MiB,25.2kB / 6.8kB
1775423541,dds26-team9-orchestrator-worker-24,47.56%,35.41MiB / 512MiB,10.9MB / 17.9MB
1775423541,dds26-team9-stock-web-2,0.55%,212.7MiB / 512MiB,23.2kB / 6.26kB
1775423541,dds26-team9-orchestrator-worker-2,46.81%,35.33MiB / 512MiB,10.8MB / 17.9MB
1775423541,dds26-team9-orchestrator-worker-6,45.99%,35.54MiB / 512MiB,10.8MB / 17.8MB
1775423541,dds26-team9-stock-worker-3,36.53%,35.36MiB / 512MiB,8.41MB / 12.4MB
1775423541,dds26-team9-orchestrator-worker-23,48.72%,35.46MiB / 512MiB,11MB / 18.1MB
1775423541,dds26-team9-orchestrator-worker-16,47.19%,35.32MiB / 512MiB,11MB / 18.1MB
1775423541,dds26-team9-orchestrator-worker-3,44.89%,33.32MiB / 512MiB,10.9MB / 17.9MB
1775423541,dds26-team9-orchestrator-worker-7,45.94%,33.57MiB / 512MiB,10.7MB / 17.5MB
1775423541,dds26-team9-orchestrator-worker-20,47.32%,33.64MiB / 512MiB,10.8MB / 17.8MB
1775423541,dds26-team9-orchestrator-worker-4,48.09%,33.57MiB / 512MiB,10.9MB / 17.9MB
1775423541,dds26-team9-stock-worker-1,33.81%,33.44MiB / 512MiB,8.31MB / 12.3MB
1775423541,dds26-team9-stock-worker-6,36.32%,33.66MiB / 512MiB,8.27MB / 12.2MB
1775423541,dds26-team9-orchestrator-worker-25,45.82%,35.39MiB / 512MiB,10.8MB / 17.8MB
1775423541,dds26-team9-stock-worker-4,34.93%,35.7MiB / 512MiB,8.39MB / 12.4MB
1775423541,dds26-team9-stock-worker-7,35.86%,33.71MiB / 512MiB,8.28MB / 12.2MB
1775423541,dds26-team9-stock-worker-2,35.02%,35.52MiB / 512MiB,8.28MB / 12.2MB
1775423541,dds26-team9-stock-web-3,0.51%,211.5MiB / 512MiB,21.7kB / 5.72kB
1775423541,dds26-team9-orchestrator-worker-18,46.08%,35.6MiB / 512MiB,10.6MB / 17.4MB
1775423541,dds26-team9-stock-worker-8,36.56%,33.66MiB / 512MiB,8.34MB / 12.3MB
1775423541,dds26-team9-stock-worker-5,36.53%,35.56MiB / 512MiB,8.37MB / 12.4MB
1775423541,dds26-team9-orchestrator-worker-1,45.88%,33.47MiB / 512MiB,10.8MB / 17.9MB
1775423541,dds26-team9-order-web-23,30.06%,244.3MiB / 1GiB,4.55MB / 5.77MB
1775423541,dds26-team9-order-web-14,28.38%,244.5MiB / 1GiB,4.57MB / 5.76MB
1775423541,dds26-team9-order-web-25,28.86%,244.4MiB / 1GiB,4.55MB / 5.76MB
1775423541,dds26-team9-order-web-21,29.03%,244.2MiB / 1GiB,4.56MB / 5.79MB
1775423541,dds26-team9-order-web-3,25.77%,244.8MiB / 1GiB,4.55MB / 5.73MB
1775423541,dds26-team9-order-web-19,30.20%,246.6MiB / 1GiB,4.57MB / 5.79MB
1775423541,dds26-team9-order-web-13,26.54%,244MiB / 1GiB,4.56MB / 5.75MB
1775423541,dds26-team9-stock-web-1,0.52%,225.6MiB / 512MiB,24.2kB / 3.7MB
1775423541,dds26-team9-order-worker-4,27.10%,34.18MiB / 512MiB,8.09MB / 11MB
1775423541,dds26-team9-order-web-16,28.22%,244.5MiB / 1GiB,4.56MB / 5.78MB
1775423541,dds26-team9-order-worker-7,28.00%,36.29MiB / 512MiB,8.16MB / 11.1MB
1775423541,dds26-team9-order-web-24,27.54%,244.2MiB / 1GiB,4.55MB / 5.76MB
1775423541,dds26-team9-order-worker-3,25.43%,38.25MiB / 512MiB,8.14MB / 11MB
1775423541,dds26-team9-order-web-7,29.45%,244.3MiB / 1GiB,4.54MB / 5.72MB
1775423541,dds26-team9-order-web-15,34.24%,243.8MiB / 1GiB,4.55MB / 5.74MB
1775423541,dds26-team9-order-web-18,35.63%,244.4MiB / 1GiB,4.55MB / 5.76MB
1775423541,dds26-team9-order-web-10,33.26%,244.3MiB / 1GiB,4.54MB / 5.72MB
1775423541,dds26-team9-order-worker-6,25.50%,34.27MiB / 512MiB,7.98MB / 10.8MB
1775423541,dds26-team9-order-worker-5,26.75%,36.15MiB / 512MiB,7.99MB / 10.9MB
1775423541,dds26-team9-order-web-2,29.26%,249.2MiB / 1GiB,4.54MB / 5.73MB
1775423541,dds26-team9-order-web-22,28.33%,244.6MiB / 1GiB,4.55MB / 5.73MB
1775423541,dds26-team9-order-worker-2,25.08%,36.22MiB / 512MiB,8.02MB / 10.9MB
1775423541,dds26-team9-order-web-4,27.17%,244MiB / 1GiB,4.56MB / 5.76MB
1775423541,dds26-team9-order-web-9,27.04%,244.8MiB / 1GiB,4.55MB / 5.73MB
1775423541,dds26-team9-order-web-12,27.09%,244.1MiB / 1GiB,4.56MB / 5.76MB
1775423541,dds26-team9-order-web-17,28.01%,261.6MiB / 1GiB,4.55MB / 17.2MB
1775423541,dds26-team9-order-web-5,27.27%,244.9MiB / 1GiB,4.55MB / 5.77MB
1775423541,dds26-team9-order-web-11,29.89%,244.4MiB / 1GiB,4.55MB / 5.76MB
1775423541,dds26-team9-order-web-6,28.11%,244MiB / 1GiB,4.56MB / 5.76MB
1775423541,dds26-team9-order-web-1,28.11%,244.5MiB / 1GiB,4.55MB / 5.77MB
1775423541,dds26-team9-order-web-8,27.11%,244.6MiB / 1GiB,4.54MB / 5.78MB
1775423541,dds26-team9-order-worker-1,27.59%,34.29MiB / 512MiB,8.17MB / 11.1MB
1775423541,dds26-team9-order-web-20,25.92%,246.1MiB / 1GiB,4.55MB / 5.74MB
1775423541,dds26-team9-order-worker-8,26.09%,36.17MiB / 512MiB,8.19MB / 11.1MB
1775423541,dds26-team9-user-web-1,0.51%,212MiB / 512MiB,25kB / 6.26kB
1775423541,dds26-team9-user-web-3,0.53%,225.8MiB / 512MiB,27.7kB / 3.1MB
1775423541,dds26-team9-user-worker-2,58.29%,33.62MiB / 512MiB,13.8MB / 20MB
1775423541,dds26-team9-user-worker-3,59.62%,37.69MiB / 512MiB,14.4MB / 20.7MB
1775423541,dds26-team9-user-worker-1,59.48%,33.72MiB / 512MiB,14.1MB / 20.4MB
1775423541,dds26-team9-user-web-2,0.53%,211.6MiB / 512MiB,22.9kB / 6.26kB
